cluster,intracluster_corr,cluster_size,cluster_gene_size,cluster_member,rest_count,stim8hr_count,stim48hr_count,cluster_member_with_condition,complex_corum,overlap_genes_corum,overlap_fraction_corum,raw_p_value_corum,complex_size_corum,overlap_size_corum,cluster_size_corum,fdr_corum,complex_stringdb,overlap_genes_stringdb,overlap_fraction_stringdb,raw_p_value_stringdb,complex_size_stringdb,overlap_size_stringdb,cluster_size_stringdb,fdr_stringdb,best_described_by,complex_kegg,overlap_genes_kegg,overlap_fraction_kegg,raw_p_value_kegg,complex_size_kegg,overlap_size_kegg,cluster_size_kegg,fdr_kegg,complex_reactome,overlap_genes_reactome,overlap_fraction_reactome,raw_p_value_reactome,complex_size_reactome,overlap_size_reactome,cluster_size_reactome,fdr_reactome,corr_rest,corr_stim8hr,corr_stim48hr,corr_shared,condition_specificity
10,0.3403618012005534,70,42,"['MED19', 'MED13', 'STX16', 'POGLUT3', 'PEX6', 'ARPC4-TTLL3', 'TAF6L', 'TMX2', 'MED1', 'TADA1', 'MOSPD2', 'EID2', 'GLIPR2', 'NRAS', 'RNFT1', 'TAF5L', 'SLC4A1AP', 'COPRS', 'CHD7', 'MED12', 'CDCA2', 'ZNF613', 'SCYL3', 'SENP5', 'ZFPM1', 'UBE2L3', 'USP22', 'PSMB9', 'SGF29', 'TADA3', 'MED24', 'ZNF280D', 'CD274', 'KLF10', 'SUPT20H', 'SUPT7L', 'TSPYL5', 'MEST', 'TADA2B', 'MED14', 'SINHCAF', 'CHMP4A']",29,41,0,"['MED19_Rest', 'MED13_Stim8hr', 'STX16_Rest', 'POGLUT3_Rest', 'PEX6_Stim8hr', 'ARPC4-TTLL3_Rest', 'TAF6L_Rest', 'TMX2_Stim8hr', 'MED1_Stim8hr', 'ARPC4-TTLL3_Stim8hr', 'MED1_Rest', 'TADA1_Rest', 'MOSPD2_Stim8hr', 'EID2_Stim8hr', 'GLIPR2_Rest', 'NRAS_Rest', 'RNFT1_Stim8hr', 'TAF5L_Stim8hr', 'SLC4A1AP_Rest', 'COPRS_Rest', 'CHD7_Rest', 'MED12_Rest', 'CDCA2_Stim8hr', 'MED19_Stim8hr', 'SLC4A1AP_Stim8hr', 'ZNF613_Stim8hr', 'SCYL3_Rest', 'COPRS_Stim8hr', 'PEX6_Rest', 'SENP5_Rest', 'ZFPM1_Rest', 'UBE2L3_Rest', 'USP22_Rest', 'PSMB9_Stim8hr', 'SGF29_Rest', 'TADA3_Rest', 'MED24_Stim8hr', 'ZNF280D_Stim8hr', 'CD274_Stim8hr', 'KLF10_Stim8hr', 'SUPT20H_Stim8hr', 'SUPT7L_Stim8hr', 'TSPYL5_Stim8hr', 'TAF5L_Rest', 'TAF6L_Stim8hr', 'MEST_Stim8hr', 'ZFPM1_Stim8hr', 'UBE2L3_Stim8hr', 'SUPT20H_Rest', 'SUPT7L_Rest', 'SCYL3_Stim8hr', 'POGLUT3_Stim8hr', 'MED12_Stim8hr', 'TADA2B_Rest', 'MEST_Rest', 'TSPYL5_Rest', 'STX16_Stim8hr', 'TADA3_Stim8hr', 'MED14_Stim8hr', 'SENP5_Stim8hr', 'SINHCAF_Stim8hr', 'TADA2B_Stim8hr', 'EID2_Rest', 'CHD7_Stim8hr', 'GLIPR2_Stim8hr', 'SGF29_Stim8hr', 'MED14_Rest', 'CHMP4A_Stim8hr', 'NRAS_Stim8hr', 'TADA1_Stim8hr']","STAGA complex, SPT3-linked","['SGF29', 'TAF6L', 'SUPT20H', 'TADA3', 'TADA2B', 'TAF5L', 'USP22', 'SUPT7L', 'TADA1']",0.21428571428571427,4.864187320405326e-11,19,9,42,3.921669188608003e-06,CL:6029,"['SGF29', 'TAF6L', 'SUPT20H', 'TADA3', 'TADA2B', 'TAF5L', 'USP22', 'SUPT7L', 'TADA1']",0.21428571428571427,4.864187320405326e-11,19,9,42,7.858322624895447e-07,SAGA complex,KEGG_BASAL_TRANSCRIPTION_FACTORS,"['TAF6L', 'TAF5L']",0.047619047619047616,0.18603609797398002,35,2,42,1.0,REACTOME_HATS_ACETYLATE_HISTONES,"['SGF29', 'TAF6L', 'SUPT20H', 'TADA3', 'TADA2B', 'TAF5L', 'USP22', 'SUPT7L', 'TADA1']",0.21428571428571427,0.0034438404141331268,142,9,42,1.0,0.3113376903310723,0.404650098021457,0.2902194638195788,0.2064622636612336,across_condition
11,0.4576184520067256,4,2,"['TAF11', 'TAF13']",2,2,0,"['TAF11_Rest', 'TAF13_Rest', 'TAF11_Stim8hr', 'TAF13_Stim8hr']",TFIID complex,"['TAF13', 'TAF11']",1.0,3.817522427944264e-05,12,2,2,0.2160562832457584,CL:5709,"['TAF13', 'TAF11']",1.0,8.676187336236963e-06,6,2,2,0.033472924986202274,"mixed, incl. Spermine transport, and protein-DNA complex remodeling",KEGG_BASAL_TRANSCRIPTION_FACTORS,"['TAF13', 'TAF11']",1.0,0.0003441554310040662,35,2,2,0.7777912740691897,REACTOME_HIV_TRANSCRIPTION_INITIATION,"['TAF13', 'TAF11']",1.0,0.0006252639006981438,47,2,2,1.0,0.7553894152985915,0.7933496394335209,0.719026201409181,0.4517191457799265,across_condition
12,0.26331497924663283,4,2,"['SP2', 'PKNOX1']",2,2,0,"['SP2_Rest', 'PKNOX1_Rest', 'PKNOX1_Stim8hr', 'SP2_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,2,1.0,CL:39184,[],0.0,1.0,7,0,2,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,2,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,2,1.0,0.2425031893068809,0.3438533841293254,0.3559059176502894,0.2187480660883538,across_condition
13,0.3193519429179459,6,2,"['CHD4', 'MTA2']",2,2,2,"['CHD4_Stim8hr', 'MTA2_Stim48hr', 'MTA2_Stim8hr', 'MTA2_Rest', 'CHD4_Rest', 'CHD4_Stim48hr']",PID complex,"['CHD4', 'MTA2']",1.0,5.784124890824643e-06,5,2,2,0.04565782700169536,CL:5224,"['CHD4', 'MTA2']",1.0,5.784124890824643e-06,5,2,2,0.023545259570347008,NuRD complex,KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,2,1.0,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,"['CHD4', 'MTA2']",1.0,0.00025160943275087194,30,2,2,0.5327069380323818,0.4821802396529461,0.492350933365803,0.34789354864596,0.3012792924332543,across_condition
14,0.26835039055074383,4,4,"['GDF9', 'COX10', 'MRPL49', 'SLC31A1']",0,4,0,"['GDF9_Stim8hr', 'COX10_Stim8hr', 'MRPL49_Stim8hr', 'SLC31A1_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,4,1.0,CL:39184,[],0.0,1.0,7,0,4,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,4,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,4,1.0,0.2682363804298313,0.357800520734325,0.1987553116761768,0.1220194675166159,across_condition
15,0.3685999654276343,88,88,"['DGKZ', 'HCCS', 'SCO1', 'PNPT1', 'MRPS27', 'CTPS1', 'MRPS24', 'COX19', 'MYCN', 'TCEA1', 'COX17', 'COX4I1', 'COX5A', 'SLC25A26', 'MRPS25', 'KAT14', 'MRPL35', 'UMPS', 'PDSS1', 'MRPL21', 'MRPL46', 'SSBP1', 'DHODH', 'COX6C', 'TIMM8B', 'EARS2', 'MRPL11', 'ZNF142', 'MRPL3', 'COA7', 'HSD17B10', 'RDH13', 'MRPL2', 'MIPEP', 'MRPL42', 'MRPS23', 'MRPL45', 'IMPDH2', 'TUFM', 'MTERF3', 'CAD', 'COQ3', 'SCO2', 'HMBS', 'UQCRC2', 'COX11', 'VARS2', 'MRPL43', 'TFAM', 'COQ2', 'NSUN4', 'MRPL16', 'COQ6', 'QRSL1', 'PARS2', 'COQ4', 'SLC25A10', 'POLG', 'TWNK', 'COX6B1', 'MRPS21', 'RBFA', 'MRPS11', 'PDSS2', 'LARS2', 'MRPL37', 'COA3', 'UQCRQ', 'TARS2', 'BCS1L', 'MRPS17', 'FAM161B', 'MRPS16', 'POLRMT', 'COX15', 'UQCRC1', 'MRPS35', 'MRPS2', 'CYC1', 'MRPS26', 'LRPPRC', 'MRPS9', 'STXBP4', 'MRPL18', 'COA5', 'MRPS15', 'KRT72', 'UQCRB']",0,88,0,"['DGKZ_Stim8hr', 'HCCS_Stim8hr', 'SCO1_Stim8hr', 'PNPT1_Stim8hr', 'MRPS27_Stim8hr', 'CTPS1_Stim8hr', 'MRPS24_Stim8hr', 'COX19_Stim8hr', 'MYCN_Stim8hr', 'TCEA1_Stim8hr', 'COX17_Stim8hr', 'COX4I1_Stim8hr', 'COX5A_Stim8hr', 'SLC25A26_Stim8hr', 'MRPS25_Stim8hr', 'KAT14_Stim8hr', 'MRPL35_Stim8hr', 'UMPS_Stim8hr', 'PDSS1_Stim8hr', 'MRPL21_Stim8hr', 'MRPL46_Stim8hr', 'SSBP1_Stim8hr', 'DHODH_Stim8hr', 'COX6C_Stim8hr', 'TIMM8B_Stim8hr', 'EARS2_Stim8hr', 'MRPL11_Stim8hr', 'ZNF142_Stim8hr', 'MRPL3_Stim8hr', 'COA7_Stim8hr', 'HSD17B10_Stim8hr', 'RDH13_Stim8hr', 'MRPL2_Stim8hr', 'MIPEP_Stim8hr', 'MRPL42_Stim8hr', 'MRPS23_Stim8hr', 'MRPL45_Stim8hr', 'IMPDH2_Stim8hr', 'TUFM_Stim8hr', 'MTERF3_Stim8hr', 'CAD_Stim8hr', 'COQ3_Stim8hr', 'SCO2_Stim8hr', 'HMBS_Stim8hr', 'UQCRC2_Stim8hr', 'COX11_Stim8hr', 'VARS2_Stim8hr', 'MRPL43_Stim8hr', 'TFAM_Stim8hr', 'COQ2_Stim8hr', 'NSUN4_Stim8hr', 'MRPL16_Stim8hr', 'COQ6_Stim8hr', 'QRSL1_Stim8hr', 'PARS2_Stim8hr', 'COQ4_Stim8hr', 'SLC25A10_Stim8hr', 'POLG_Stim8hr', 'TWNK_Stim8hr', 'COX6B1_Stim8hr', 'MRPS21_Stim8hr', 'RBFA_Stim8hr', 'MRPS11_Stim8hr', 'PDSS2_Stim8hr', 'LARS2_Stim8hr', 'MRPL37_Stim8hr', 'COA3_Stim8hr', 'UQCRQ_Stim8hr', 'TARS2_Stim8hr', 'BCS1L_Stim8hr', 'MRPS17_Stim8hr', 'FAM161B_Stim8hr', 'MRPS16_Stim8hr', 'POLRMT_Stim8hr', 'COX15_Stim8hr', 'UQCRC1_Stim8hr', 'MRPS35_Stim8hr', 'MRPS2_Stim8hr', 'CYC1_Stim8hr', 'MRPS26_Stim8hr', 'LRPPRC_Stim8hr', 'MRPS9_Stim8hr', 'STXBP4_Stim8hr', 'MRPL18_Stim8hr', 'COA5_Stim8hr', 'MRPS15_Stim8hr', 'KRT72_Stim8hr', 'UQCRB_Stim8hr']","55S ribosome, mitochondrial","['MRPL2', 'MRPL35', 'MRPL21', 'MRPL45', 'MRPS23', 'MRPL43', 'MRPL11', 'MRPS26', 'MRPS27', 'MRPL46', 'MRPL18', 'MRPS2', 'MRPS25', 'MRPS15', 'MRPL3', 'MRPL37', 'MRPS16', 'MRPS35', 'MRPL42', 'MRPL16', 'MRPS21', 'MRPS17', 'MRPS24', 'MRPS11', 'MRPS9']",0.2840909090909091,5.670026573335418e-16,78,25,88,1.133848443931888e-10,CL:566,"['MRPL2', 'MRPL35', 'MRPL21', 'MRPL45', 'MRPS23', 'MRPL43', 'MRPL11', 'MRPS26', 'MRPS27', 'MRPL46', 'MRPL18', 'MRPS2', 'MRPS25', 'MRPS15', 'MRPL3', 'MRPL37', 'MRPS16', 'MRPS35', 'MRPL42', 'MRPL16', 'MRPS21', 'MRPS17', 'MRPS24', 'MRPS11', 'MRPS9']",0.2840909090909091,3.9876387172211066e-16,77,25,88,2.5768869072942268e-11,Organellar ribosome,KEGG_CARDIAC_MUSCLE_CONTRACTION,"['COX6C', 'UQCRC2', 'COX4I1', 'CYC1', 'COX5A', 'UQCRC1', 'COX6B1', 'UQCRB', 'UQCRQ']",0.10227272727272728,0.010519526541739785,79,9,88,1.0,REACTOME_MITOCHONDRIAL_TRANSLATION,"['MRPL2', 'TUFM', 'MRPL35', 'MRPL21', 'MRPL45', 'MRPS23', 'MRPL43', 'MRPL11', 'MRPS26', 'MRPS27', 'MRPL46', 'MRPL18', 'MRPS2', 'MRPS25', 'MRPS15', 'MRPL3', 'MRPL37', 'MRPS16', 'MRPS35', 'MRPL42', 'MRPL16', 'MRPS21', 'MRPS17', 'MRPS24', 'MRPS11', 'MRPS9']",0.29545454545454547,1.3439238696021478e-14,96,26,88,1.294635461684489e-09,0.2550340892150641,0.3728367466394461,0.378448955088882,0.137719044658122,across_condition
16,0.29636870273414867,6,2,"['DCP2', 'DDX6']",2,2,2,"['DCP2_Stim48hr', 'DDX6_Rest', 'DCP2_Stim8hr', 'DCP2_Rest', 'DDX6_Stim48hr', 'DDX6_Stim8hr']",Decapping complex,"['DCP2', 'DDX6']",1.0,5.784124890824643e-06,5,2,2,0.04565782700169536,CL:2978,"['DCP2', 'DDX6']",1.0,8.676187336236963e-06,6,2,2,0.033472924986202274,mRNA decay by 5 to 3 exoribonuclease,KEGG_RNA_DEGRADATION,"['DCP2', 'DDX6']",1.0,0.0009896637688200961,59,2,2,1.0,REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,"['DCP2', 'DDX6']",1.0,6.0733311353658746e-05,15,2,2,0.14811624597408432,0.3697940182303307,0.3833068470420155,0.3841621293645591,0.2711416552047948,across_condition
17,0.23820212621144146,14,5,"['UBE2I', 'UBR1', 'ZNF274', 'SETDB1', 'ATF7IP2']",5,4,5,"['UBE2I_Stim48hr', 'UBR1_Stim48hr', 'ZNF274_Rest', 'UBE2I_Stim8hr', 'SETDB1_Stim48hr', 'UBR1_Stim8hr', 'ZNF274_Stim48hr', 'SETDB1_Stim8hr', 'UBR1_Rest', 'ATF7IP2_Stim48hr', 'SETDB1_Rest', 'UBE2I_Rest', 'ZNF274_Stim8hr', 'ATF7IP2_Rest']",ATRX-SETDB1-TRIM28-ZNF274 complex,"['SETDB1', 'ZNF274']",0.4,3.463006531289787e-05,4,2,5,0.20170063002250246,CL:7128,"['ATF7IP2', 'SETDB1']",0.4,5.765461424485997e-05,5,2,5,0.17031996685277992,"Fibronectin-III type domain, and ARF7 effector protein, C-terminal",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,5,1.0,REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS,"['UBE2I', 'SETDB1']",0.4,0.029247778663319006,107,2,5,1.0,0.2552876178281191,0.2384498772031795,0.2641002181752411,0.207045604286653,across_condition
18,0.35675266195826294,5,2,"['HNRNPA1', 'CBX5']",1,2,2,"['HNRNPA1_Stim48hr', 'CBX5_Stim48hr', 'HNRNPA1_Rest', 'HNRNPA1_Stim8hr', 'CBX5_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,2,1.0,CL:39184,[],0.0,1.0,7,0,2,1.0,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,2,1.0,REACTOME_2_LTR_CIRCLE_FORMATION,[],0.0,1.0,7,0,2,1.0,0.3923598065404325,0.4932205487442989,0.5554513813868661,0.3625196702001203,across_condition
19,0.1539128786439984,12,6,"['RELL2', 'ATXN2L', 'TBL1XR1', 'NCOR1', 'LSM12', 'HDAC3']",5,6,1,"['RELL2_Rest', 'ATXN2L_Rest', 'TBL1XR1_Rest', 'NCOR1_Stim8hr', 'TBL1XR1_Stim8hr', 'ATXN2L_Stim48hr', 'ATXN2L_Stim8hr', 'LSM12_Rest', 'NCOR1_Rest', 'HDAC3_Stim8hr', 'LSM12_Stim8hr', 'RELL2_Stim8hr']",NCOR-HDAC3 complex,"['TBL1XR1', 'NCOR1', 'HDAC3']",0.5,1.8633308314324144e-07,5,3,6,0.00286626626256523,CL:20863,"['TBL1XR1', 'NCOR1', 'HDAC3']",0.5,2.222464869834066e-06,10,3,6,0.010078585755109353,"Loss of MECP2 binding ability to the NCoR/SMRT complex, and Y-linked deafness 2",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,6,1.0,REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX,"['TBL1XR1', 'NCOR1', 'HDAC3']",0.5,6.505849972725156e-07,7,3,6,0.002848749056807027,0.2074118610788201,0.1993956055861024,0.1833353840716138,0.1151866101102449,across_condition
20,0.290110736078858,8,3,"['LEO1', 'SKIC8', 'CDK13']",2,3,3,"['LEO1_Rest', 'SKIC8_Stim48hr', 'LEO1_Stim8hr', 'CDK13_Stim8hr', 'CDK13_Stim48hr', 'LEO1_Stim48hr', 'SKIC8_Rest', 'SKIC8_Stim8hr']",Paf complex,"['LEO1', 'SKIC8']",0.6666666666666666,1.733369612061981e-05,5,2,3,0.1118148276945578,CL:5797,"['LEO1', 'CDK13']",0.6666666666666666,0.002259645281972446,52,2,3,1.0,"Transcription elongation factor complex, and RNA polymerase II, core complex",KEGG_ABC_TRANSPORTERS,[],0.0,1.0,44,0,3,1.0,REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,"['LEO1', 'SKIC8']",0.6666666666666666,0.0028107129937588794,58,2,3,1.0,0.3625208344219886,0.2737166210775811,0.3244298480390779,0.2323212071153437,across_condition
21,0.24573670693290622,137,135,"['PLAT', 'COG5', 'ATXN7L3', 'EML2', 'USP22', 'RAC2', 'CAMSAP1', 'LCK', 'RAB19', 'DCAF11', 'TMEM205', 'ACTR2', 'FAM204A', 'NUDCD1', 'CDS2', 'SYK', 'CD28', 'SCAF4', 'ZNF790', 'CRIPT', 'FZD6', 'PTPRC', 'SENP1', 'UBL7', 'BCL10', 'KIDINS220', 'BRPF1', 'ATP2A3', 'PPP3R1', 'SKIC2', 'WAS', 'AIRIM', 'TMX1', 'SLC3A2', 'IKZF1', 'PIGB', 'SPTLC2', 'CBLL1', 'PHF19', 'SRP9', 'DIPK1A', 'SHOC2', 'FLVCR2', 'UBE2E2', 'EIF4G2', 'MEMO1', 'LRBA', 'KIF16B', 'SLC7A6', 'ZSCAN23', 'UHRF1', 'RAVER1', 'TASOR', 'MED23', 'SRP14', 'ARID4B', 'ING5', 'PDIA3', 'KCTD21', 'HACD4', 'DZIP1', 'ANKRD61', 'MCFD2', 'HSD17B12', 'CALCOCO2', 'BCAP29', 'KAT6A', 'TLN1', 'SNAP29', 'WAPL', 'DDX60L', 'TBX22', 'ARPC2', 'ERCC6L2', 'EFR3A', 'YIPF1', 'FITM2', 'STIM1', 'CDIPT', 'ARPC3', 'ABHD17A', 'NCBP3', 'PGGT1B', 'HELT', 'TTC7A', 'COP1', 'PPP1R10', 'CYB5R4', 'SPATA33', 'MTA3', 'CYB561D2', 'PEX5', 'TSC1', 'NFATC2', 'ITK', 'APPL2', 'RBM33', 'LRIG1', 'TTF1', 'GPRASP1', 'NATD1', 'NDFIP2', 'DTX4', 'RNF19B', 'NKAPD1', 'SACM1L', 'BLOC1S4', 'TMED9', 'TXNL1', 'XPR1', 'NABP1', 'ATP2A2', 'PLEK2', 'TSC2', 'MBD2', 'HEXD', 'CHURC1', 'SOS2', 'ARHGAP27', 'PLIN4', 'VPS35', 'UBIAD1', 'GPR137', 'DNAJC8', 'ORAI1', 'CARMIL2', 'THAP12', 'MALT1', 'VPS29', 'CARD11', 'MBD5', 'COG6', 'RREB1', 'CD2', 'C8orf82']",2,135,0,"['PLAT_Stim8hr', 'COG5_Stim8hr', 'ATXN7L3_Rest', 'EML2_Stim8hr', 'USP22_Stim8hr', 'RAC2_Stim8hr', 'CAMSAP1_Stim8hr', 'LCK_Stim8hr', 'RAB19_Stim8hr', 'DCAF11_Stim8hr', 'TMEM205_Stim8hr', 'ACTR2_Stim8hr', 'FAM204A_Stim8hr', 'NUDCD1_Rest', 'CDS2_Stim8hr', 'NUDCD1_Stim8hr', 'SYK_Stim8hr', 'CD28_Stim8hr', 'SCAF4_Stim8hr', 'ZNF790_Stim8hr', 'CRIPT_Stim8hr', 'FZD6_Stim8hr', 'PTPRC_Stim8hr', 'SENP1_Stim8hr', 'ATXN7L3_Stim8hr', 'UBL7_Stim8hr', 'BCL10_Stim8hr', 'KIDINS220_Stim8hr', 'BRPF1_Stim8hr', 'ATP2A3_Stim8hr', 'PPP3R1_Stim8hr', 'SKIC2_Stim8hr', 'WAS_Stim8hr', 'AIRIM_Stim8hr', 'TMX1_Stim8hr', 'SLC3A2_Stim8hr', 'IKZF1_Stim8hr', 'PIGB_Stim8hr', 'SPTLC2_Stim8hr', 'CBLL1_Stim8hr', 'PHF19_Stim8hr', 'SRP9_Stim8hr', 'DIPK1A_Stim8hr', 'SHOC2_Stim8hr', 'FLVCR2_Stim8hr', 'UBE2E2_Stim8hr', 'EIF4G2_Stim8hr', 'MEMO1_Stim8hr', 'LRBA_Stim8hr', 'KIF16B_Stim8hr', 'SLC7A6_Stim8hr', 'ZSCAN23_Stim8hr', 'UHRF1_Stim8hr', 'RAVER1_Stim8hr', 'TASOR_Stim8hr', 'MED23_Stim8hr', 'SRP14_Stim8hr', 'ARID4B_Stim8hr', 'ING5_Stim8hr', 'PDIA3_Stim8hr', 'KCTD21_Stim8hr', 'HACD4_Stim8hr', 'DZIP1_Stim8hr', 'ANKRD61_Stim8hr', 'MCFD2_Stim8hr', 'HSD17B12_Stim8hr', 'CALCOCO2_Stim8hr', 'BCAP29_Stim8hr', 'KAT6A_Stim8hr', 'TLN1_Stim8hr', 'SNAP29_Stim8hr', 'WAPL_Stim8hr', 'DDX60L_Stim8hr', 'TBX22_Stim8hr', 'ARPC2_Stim8hr', 'ERCC6L2_Stim8hr', 'EFR3A_Stim8hr', 'YIPF1_Stim8hr', 'FITM2_Stim8hr', 'STIM1_Stim8hr', 'CDIPT_Stim8hr', 'ARPC3_Stim8hr', 'ABHD17A_Stim8hr', 'NCBP3_Stim8hr', 'PGGT1B_Stim8hr', 'HELT_Stim8hr', 'TTC7A_Stim8hr', 'COP1_Stim8hr', 'PPP1R10_Stim8hr', 'CYB5R4_Stim8hr', 'SPATA33_Stim8hr', 'MTA3_Stim8hr', 'CYB561D2_Stim8hr', 'PEX5_Stim8hr', 'TSC1_Stim8hr', 'NFATC2_Stim8hr', 'ITK_Stim8hr', 'APPL2_Stim8hr', 'RBM33_Stim8hr', 'LRIG1_Stim8hr', 'TTF1_Stim8hr', 'GPRASP1_Stim8hr', 'NATD1_Stim8hr', 'NDFIP2_Stim8hr', 'DTX4_Stim8hr', 'RNF19B_Stim8hr', 'NKAPD1_Stim8hr', 'SACM1L_Stim8hr', 'BLOC1S4_Stim8hr', 'TMED9_Stim8hr', 'TXNL1_Stim8hr', 'XPR1_Stim8hr', 'NABP1_Stim8hr', 'ATP2A2_Stim8hr', 'PLEK2_Stim8hr', 'TSC2_Stim8hr', 'MBD2_Stim8hr', 'HEXD_Stim8hr', 'CHURC1_Stim8hr', 'SOS2_Stim8hr', 'ARHGAP27_Stim8hr', 'PLIN4_Stim8hr', 'VPS35_Stim8hr', 'UBIAD1_Stim8hr', 'GPR137_Stim8hr', 'DNAJC8_Stim8hr', 'ORAI1_Stim8hr', 'CARMIL2_Stim8hr', 'THAP12_Stim8hr', 'MALT1_Stim8hr', 'VPS29_Stim8hr', 'CARD11_Stim8hr', 'MBD5_Stim8hr', 'COG6_Stim8hr', 'RREB1_Stim8hr', 'CD2_Stim8hr', 'C8orf82_Stim8hr']",CARMA1-BCL10-MALT1 complex,"['CARD11', 'BCL10', 'MALT1']",0.022222222222222223,0.0003745002950370658,3,3,135,1.0,CL:17858,"['ARPC3', 'ACTR2', 'ARPC2']",0.022222222222222223,0.006358413201945429,6,3,135,1.0,Arp2/3 protein complex,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,"['PPP3R1', 'SYK', 'CARD11', 'NFATC2', 'MALT1', 'BCL10', 'RAC2', 'SOS2']",0.05925925925925926,0.17216276051446489,75,8,135,1.0,REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES,"['LCK', 'SYK']",0.014814814814814815,0.06464958397290368,6,2,135,1.0,0.0335048419326854,0.2508759650923638,0.1130189435540528,0.0713760208017446,Stim8hr
22,0.8183772995892528,11,11,"['PLCG1', 'CD247', 'LCP2', 'ZAP70', 'CD3G', 'VAV1', 'ZBED3', 'BCAT2', 'CD3D', 'CD3E', 'LAT']",0,11,0,"['PLCG1_Stim8hr', 'CD247_Stim8hr', 'LCP2_Stim8hr', 'ZAP70_Stim8hr', 'CD3G_Stim8hr', 'VAV1_Stim8hr', 'ZBED3_Stim8hr', 'BCAT2_Stim8hr', 'CD3D_Stim8hr', 'CD3E_Stim8hr', 'LAT_Stim8hr']",TCR-CD3 complex,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,9.897861324134125e-09,6,4,11,0.00021992204711076193,CL:15545,"['CD3E', 'CD247', 'CD3D', 'CD3G']",0.36363636363636365,9.897861324134125e-09,6,4,11,8.977099750954805e-05,"Alpha-beta T cell receptor complex, and Pneumocystosis",KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"['CD3D', 'PLCG1', 'CD247', 'CD3G', 'VAV1', 'ZAP70', 'CD3E', 'LCP2', 'LAT']",0.8181818181818182,2.706510351390822e-10,108,9,11,4.4152441730118345e-06,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,"['CD3D', 'PLCG1', 'CD247', 'CD3G', 'ZAP70', 'CD3E', 'LCP2', 'LAT']",0.7272727272727273,2.7730226779320832e-12,39,8,11,1.0685288284875696e-07,0.1720678147232164,0.9002150295481782,0.6201429674133739,0.2963603548986867,Stim8hr_Stim48hr
23,0.2576247778247994,4,4,"['C1D', 'FAM161A', 'BCKDHA', 'EXOSC1']",0,4,0,"['C1D_Stim8hr', 'FAM161A_Stim8hr', 'BCKDHA_Stim8hr', 'EXOSC1_Stim8hr']",BCL6-HDAC4 complex,[],0.0,1.0,2,0,4,1.0,CL:1209,"['C1D', 'EXOSC1']",0.5,0.0002685645336358897,13,2,4,0.6198265615018486,Nuclear exosome (RNase complex),KEGG_RNA_DEGRADATION,"['C1D', 'EXOSC1']",0.5,0.00569784091479975,59,2,4,1.0,REACTOME_NUCLEAR_RNA_DECAY,"['C1D', 'EXOSC1']",0.5,0.00201634813370815,35,2,4,1.0,0.2884986900565238,0.3434997037663992,0.2040989587357918,0.1741591815402803,across_condition
