disease_efo,disease_name,gene_symbol,gene_id,gene_name,association_score,genetic_evidence_score,genetic_evidence_types
EFO_0000384,Crohn's disease,NKX2-3,ENSG00000119919,NK2 homeobox 3,0.49722731390368125,0.8069242949724236,genetic_association
EFO_0000384,Crohn's disease,SP140,ENSG00000079263,SP140 nuclear body protein,0.4922853743946547,0.8038333243698617,genetic_association
EFO_0000384,Crohn's disease,NDFIP1,ENSG00000131507,Nedd4 family interacting protein 1,0.487180964750861,0.8013756938533955,genetic_association
EFO_0000384,Crohn's disease,IL10,ENSG00000136634,interleukin 10,0.6152244055552454,0.7969714136901226,genetic_association
EFO_0000384,Crohn's disease,SOX4,ENSG00000124766,SRY-box transcription factor 4,0.4838072252861009,0.7958261486123672,genetic_association
EFO_0000384,Crohn's disease,CARD9,ENSG00000187796,caspase recruitment domain family member 9,0.4806437588896401,0.788050564540839,genetic_association
EFO_0000384,Crohn's disease,FOSL2,ENSG00000075426,"FOS like 2, AP-1 transcription factor subunit",0.4794111647017317,0.7876830665611781,genetic_association
EFO_0000384,Crohn's disease,KSR1,ENSG00000141068,kinase suppressor of ras 1,0.4773497247838996,0.7836842236302597,genetic_association
EFO_0000384,Crohn's disease,ITGA4,ENSG00000115232,integrin subunit alpha 4,0.7162917989195441,0.7835262968462383,genetic_association
EFO_0000384,Crohn's disease,APOBR,ENSG00000184730,apolipoprotein B receptor,0.47742521463792975,0.7808400257318816,genetic_association
EFO_0000384,Crohn's disease,GPR65,ENSG00000140030,G protein-coupled receptor 65,0.475083762489378,0.7797373433025125,genetic_association
EFO_0000384,Crohn's disease,MAP3K8,ENSG00000107968,mitogen-activated protein kinase kinase kinase 8,0.4810913126242771,0.776934860053769,genetic_association
EFO_0000384,Crohn's disease,RSPO3,ENSG00000146374,R-spondin 3,0.473186595276303,0.7757723128137797,genetic_association
EFO_0000384,Crohn's disease,FOS,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit",0.4735010118920029,0.7742002227012452,genetic_association
EFO_0000384,Crohn's disease,CEP43,ENSG00000213066,centrosomal protein 43,0.4701808308109514,0.7734117643951446,genetic_association
EFO_0000384,Crohn's disease,TYK2,ENSG00000105397,tyrosine kinase 2,0.5708072966941082,0.772401580516272,genetic_association
EFO_0000384,Crohn's disease,BANK1,ENSG00000153064,B cell scaffold protein with ankyrin repeats 1,0.4702725180814362,0.7719568572119454,genetic_association
EFO_0000384,Crohn's disease,IKZF1,ENSG00000185811,IKAROS family zinc finger 1,0.46739458159517394,0.7670892384439026,genetic_association
EFO_0000384,Crohn's disease,IL12RB2,ENSG00000081985,interleukin 12 receptor subunit beta 2,0.46833338028443744,0.7668348455787767,genetic_association
EFO_0000384,Crohn's disease,GALC,ENSG00000054983,galactosylceramidase,0.4624409260235266,0.7606802087348086,genetic_association
EFO_0000384,Crohn's disease,TRIM22,ENSG00000132274,tripartite motif containing 22,0.46659848046785096,0.7599134970145264,genetic_association
EFO_0000384,Crohn's disease,ATP2A2,ENSG00000174437,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,0.45997455874154397,0.756623221834865,genetic_association
EFO_0000384,Crohn's disease,USP25,ENSG00000155313,ubiquitin specific peptidase 25,0.4589652482532223,0.7549629827216519,genetic_association
EFO_0000384,Crohn's disease,SNX20,ENSG00000167208,sorting nexin 20,0.45861062107540157,0.7522686302399104,genetic_association
EFO_0000384,Crohn's disease,TNFSF8,ENSG00000106952,TNF superfamily member 8,0.4571079949015499,0.7503821094751596,genetic_association
EFO_0000384,Crohn's disease,SLC39A8,ENSG00000138821,solute carrier family 39 member 8,0.4684761950388696,0.7496822253977846,genetic_association
EFO_0000384,Crohn's disease,IRF5,ENSG00000128604,interferon regulatory factor 5,0.4592186146058964,0.747384096832498,genetic_association
EFO_0000384,Crohn's disease,MUC19,ENSG00000205592,"mucin 19, oligomeric (gene/pseudogene)",0.4586456099287325,0.7465511319858575,genetic_association
EFO_0000384,Crohn's disease,CD40,ENSG00000101017,CD40 molecule,0.46053945315371014,0.7458908905573499,genetic_association
EFO_0000384,Crohn's disease,KLF3,ENSG00000109787,KLF transcription factor 3,0.4528466374241945,0.7448983325129999,genetic_association
EFO_0000384,Crohn's disease,STAT3,ENSG00000168610,signal transducer and activator of transcription 3,0.5714247175596712,0.7446223238001302,genetic_association
EFO_0000384,Crohn's disease,CCDC122,ENSG00000151773,coiled-coil domain containing 122,0.45136657224388305,0.7424637376773274,genetic_association
EFO_0000384,Crohn's disease,ZBTB38,ENSG00000177311,zinc finger and BTB domain containing 38,0.44791335055469,0.7367834502124387,genetic_association
EFO_0000384,Crohn's disease,IRF1,ENSG00000125347,interferon regulatory factor 1,0.455079499394491,0.7358854814618601,genetic_association
EFO_0000384,Crohn's disease,IL27,ENSG00000197272,interleukin 27,0.4548930859000439,0.7332292316478131,genetic_association
EFO_0000384,Crohn's disease,ADCY7,ENSG00000121281,adenylate cyclase 7,0.4458126217700652,0.7326271864571887,genetic_association
EFO_0000384,Crohn's disease,IRGM,ENSG00000237693,immunity related GTPase M,0.45180142893987063,0.7311719214916442,genetic_association
EFO_0000384,Crohn's disease,TTC33,ENSG00000113638,tetratricopeptide repeat domain 33,0.440899702926743,0.725246532432485,genetic_association
EFO_0000384,Crohn's disease,ZFP36L1,ENSG00000185650,ZFP36 ring finger protein like 1,0.4407239741610216,0.7249574719565035,genetic_association
EFO_0000384,Crohn's disease,DENND1B,ENSG00000213047,DENN domain containing 1B,0.44008864545692056,0.7231524909837219,genetic_association
EFO_0000384,Crohn's disease,SH2B3,ENSG00000111252,SH2B adaptor protein 3,0.44048930449454426,0.7226716744318077,genetic_association
EFO_0000384,Crohn's disease,B3GNT2,ENSG00000170340,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",0.43767711740172166,0.7199456239447395,genetic_association
EFO_0000384,Crohn's disease,IL18RAP,ENSG00000115607,interleukin 18 receptor accessory protein,0.4379347642430341,0.7147764860008127,genetic_association
EFO_0000384,Crohn's disease,PTPRC,ENSG00000081237,protein tyrosine phosphatase receptor type C,0.4432731420275637,0.7137851372843476,genetic_association
EFO_0000384,Crohn's disease,ELF1,ENSG00000120690,E74 like ETS transcription factor 1,0.4350762233654763,0.7135395929574267,genetic_association
EFO_0000384,Crohn's disease,RAPGEF6,ENSG00000158987,Rap guanine nucleotide exchange factor 6,0.4327638759768739,0.711863714878526,genetic_association
EFO_0000384,Crohn's disease,ELMO1,ENSG00000155849,engulfment and cell motility 1,0.4314793102665498,0.7097507018261016,genetic_association
EFO_0000384,Crohn's disease,OSMR,ENSG00000145623,oncostatin M receptor,0.4304197570816999,0.7056515687044054,genetic_association
EFO_0000384,Crohn's disease,SATB1,ENSG00000182568,SATB homeobox 1,0.4289413446288314,0.7055759410676579,genetic_association
EFO_0000384,Crohn's disease,ANKRD55,ENSG00000164512,ankyrin repeat domain 55,0.4300778674459964,0.7055508860193014,genetic_association
EFO_0000384,Crohn's disease,ADAP1,ENSG00000105963,ArfGAP with dual PH domains 1,0.4309703443901582,0.7047430863351793,genetic_association
EFO_0000384,Crohn's disease,PDGFB,ENSG00000100311,platelet derived growth factor subunit B,0.42886007459875597,0.7039224310452402,genetic_association
EFO_0000384,Crohn's disease,CUL2,ENSG00000108094,cullin 2,0.4275212504636226,0.7021761151022238,genetic_association
EFO_0000384,Crohn's disease,PRDM1,ENSG00000057657,PR/SET domain 1,0.43199037316518096,0.7014346026561953,genetic_association
EFO_0000384,Crohn's disease,ACOXL,ENSG00000153093,acyl-CoA oxidase like,0.4263081781206884,0.7002177528837052,genetic_association
EFO_0000384,Crohn's disease,IL18R1,ENSG00000115604,interleukin 18 receptor 1,0.4272398782903452,0.6977612206646852,genetic_association
EFO_0000384,Crohn's disease,FCGR2A,ENSG00000143226,Fc gamma receptor IIa,0.4320988140035405,0.6945795839174816,genetic_association
EFO_0000384,Crohn's disease,SPRED2,ENSG00000198369,sprouty related EVH1 domain containing 2,0.4217054202134338,0.6936733948505138,genetic_association
EFO_0000384,Crohn's disease,CRB1,ENSG00000134376,crumbs cell polarity complex component 1,0.42129266737673154,0.6929944477757417,genetic_association
EFO_0000384,Crohn's disease,TNFSF18,ENSG00000120337,TNF superfamily member 18,0.42044498397135516,0.6916000729411278,genetic_association
EFO_0000384,Crohn's disease,CCL2,ENSG00000108691,C-C motif chemokine ligand 2,0.4286101272570536,0.6906636305373294,genetic_association
EFO_0000384,Crohn's disease,TNFSF11,ENSG00000120659,TNF superfamily member 11,0.4303622276758902,0.6901533601155644,genetic_association
EFO_0000384,Crohn's disease,LDLRAP1,ENSG00000157978,low density lipoprotein receptor adaptor protein 1,0.419016905590007,0.6892509924422311,genetic_association
EFO_0000384,Crohn's disease,ZNF831,ENSG00000124203,zinc finger protein 831,0.4193071618215416,0.689120360461622,genetic_association
EFO_0000384,Crohn's disease,SETBP1,ENSG00000152217,SET binding protein 1,0.4191524378080023,0.6885620364530344,genetic_association
EFO_0000384,Crohn's disease,IL21,ENSG00000138684,interleukin 21,0.4198756122744889,0.6847862403360299,genetic_association
EFO_0000384,Crohn's disease,RUNX3,ENSG00000020633,RUNX family transcription factor 3,0.4175021708664725,0.6812331090205671,genetic_association
EFO_0000384,Crohn's disease,PLCL1,ENSG00000115896,phospholipase C like 1 (inactive),0.4133143224706129,0.6792627454280405,genetic_association
EFO_0000384,Crohn's disease,CCL20,ENSG00000115009,C-C motif chemokine ligand 20,0.41506374307390836,0.6753441451270751,genetic_association
EFO_0000384,Crohn's disease,SLC9A4,ENSG00000180251,solute carrier family 9 member A4,0.4101349348478861,0.6746408250070305,genetic_association
EFO_0000384,Crohn's disease,MACIR,ENSG00000181751,macrophage immunometabolism regulator,0.4079587687119231,0.671061196956416,genetic_association
EFO_0000384,Crohn's disease,PRKAA1,ENSG00000132356,protein kinase AMP-activated catalytic subunit alpha 1,0.40898620822827736,0.668647724060271,genetic_association
EFO_0000384,Crohn's disease,INAVA,ENSG00000163362,innate immunity activator,0.41526244291187364,0.6677651622921061,genetic_association
EFO_0000384,Crohn's disease,ADAD1,ENSG00000164113,adenosine deaminase domain containing 1,0.4059237659253225,0.6677137718965316,genetic_association
EFO_0000384,Crohn's disease,GATA3,ENSG00000107485,GATA binding protein 3,0.4112508603541854,0.6676270761868076,genetic_association
EFO_0000384,Crohn's disease,PARK7,ENSG00000116288,Parkinsonism associated deglycase,0.4062982796907284,0.6671899483571108,genetic_association
EFO_0000384,Crohn's disease,CSF2RB,ENSG00000100368,colony stimulating factor 2 receptor subunit beta,0.4075368892890867,0.6664520428507503,genetic_association
EFO_0000384,Crohn's disease,NCF4,ENSG00000100365,neutrophil cytosolic factor 4,0.40776772861453436,0.6651939055390457,genetic_association
EFO_0000384,Crohn's disease,PPP5C,ENSG00000011485,protein phosphatase 5 catalytic subunit,0.4021656255114159,0.6615319162829137,genetic_association
EFO_0000384,Crohn's disease,THADA,ENSG00000115970,THADA armadillo repeat containing,0.4026822157123265,0.6607098582436834,genetic_association
EFO_0000384,Crohn's disease,CPEB4,ENSG00000113742,cytoplasmic polyadenylation element binding protein 4,0.40173670928666305,0.6600664681651202,genetic_association
EFO_0000384,Crohn's disease,LITAF,ENSG00000189067,lipopolysaccharide induced TNF factor,0.4031807430926781,0.6556225368000991,genetic_association
EFO_0000384,Crohn's disease,CELA3B,ENSG00000219073,chymotrypsin like elastase 3B,0.39821650469800846,0.6550359124138511,genetic_association
EFO_0000384,Crohn's disease,C1orf141,ENSG00000203963,chromosome 1 open reading frame 141,0.39760484799726736,0.6540297835861225,genetic_association
EFO_0000384,Crohn's disease,RIPK2,ENSG00000104312,receptor interacting serine/threonine kinase 2,0.39995564833097,0.6527208291473152,genetic_association
EFO_0000384,Crohn's disease,COG6,ENSG00000133103,component of oligomeric golgi complex 6,0.3958320634759466,0.6511136876615773,genetic_association
EFO_0000384,Crohn's disease,CYLD,ENSG00000083799,CYLD lysine 63 deubiquitinase,0.4024963797305982,0.6461056398050177,genetic_association
EFO_0000384,Crohn's disease,TRIB1,ENSG00000173334,tribbles pseudokinase 1,0.39350903909898904,0.6456206792624966,genetic_association
EFO_0000384,Crohn's disease,SHC1,ENSG00000160691,SHC adaptor protein 1,0.3882717195820387,0.6377655998400437,genetic_association
EFO_0000384,Crohn's disease,MMP9,ENSG00000100985,matrix metallopeptidase 9,0.4092397283313535,0.6377518331117888,genetic_association
EFO_0000384,Crohn's disease,NKD1,ENSG00000140807,NKD inhibitor of WNT signaling pathway 1,0.38684237133399385,0.6363263267032732,genetic_association
EFO_0000384,Crohn's disease,DAP,ENSG00000112977,death associated protein,0.38758593062101215,0.6358016242265219,genetic_association
EFO_0000384,Crohn's disease,P4HA2,ENSG00000072682,prolyl 4-hydroxylase subunit alpha 2,0.38646085862948,0.6341789402797618,genetic_association
EFO_0000384,Crohn's disease,SLC7A10,ENSG00000130876,solute carrier family 7 member 10,0.38333341626215683,0.6305543620559438,genetic_association
EFO_0000384,Crohn's disease,SULT1A1,ENSG00000196502,sulfotransferase family 1A member 1,0.3838704617382146,0.6280181503479647,genetic_association
EFO_0000384,Crohn's disease,FOXO1,ENSG00000150907,forkhead box O1,0.38034142666277443,0.6256327663560105,genetic_association
EFO_0000384,Crohn's disease,CCL7,ENSG00000108688,C-C motif chemokine ligand 7,0.38965135328220096,0.6250797692228305,genetic_association
EFO_0000384,Crohn's disease,THEMIS,ENSG00000172673,thymocyte selection associated,0.37855173930341246,0.6220809357487609,genetic_association
EFO_0000384,Crohn's disease,IL19,ENSG00000142224,interleukin 19,0.38114382413519754,0.6197444215860174,genetic_association
EFO_0000384,Crohn's disease,RFT1,ENSG00000163933,RFT1 glycolipid translocator homolog,0.37639473630182974,0.6191407603966973,genetic_association
EFO_0000384,Crohn's disease,GCKR,ENSG00000084734,glucokinase regulator,0.3764573745797903,0.616522997069174,genetic_association
EFO_0000384,Crohn's disease,NRIP1,ENSG00000180530,nuclear receptor interacting protein 1,0.3752002113571084,0.6160569404116356,genetic_association
EFO_0000384,Crohn's disease,HORMAD2,ENSG00000176635,HORMA domain containing 2,0.37231906170753654,0.6116766716706841,genetic_association
EFO_0000384,Crohn's disease,IL2,ENSG00000109471,interleukin 2,0.3796614968139339,0.6115452037305686,genetic_association
EFO_0000384,Crohn's disease,PUS10,ENSG00000162927,pseudouridine synthase 10,0.37279804062395544,0.6097288670285861,genetic_association
EFO_0000384,Crohn's disease,LRRK2,ENSG00000188906,leucine rich repeat kinase 2,0.3752085156630248,0.6094761272017664,genetic_association
EFO_0000384,Crohn's disease,GTF2I,ENSG00000263001,general transcription factor IIi,0.36979977151566945,0.6082925440995958,genetic_association
EFO_0000384,Crohn's disease,TUBD1,ENSG00000108423,tubulin delta 1,0.36972044354654304,0.6081620556140016,genetic_association
EFO_0000384,Crohn's disease,GPSM1,ENSG00000160360,G protein signaling modulator 1,0.36942287213831076,0.6076725732429795,genetic_association
EFO_0000384,Crohn's disease,TSPAN14,ENSG00000108219,tetraspanin 14,0.36794467349980303,0.6052410487268419,genetic_association
EFO_0000384,Crohn's disease,LPP,ENSG00000145012,LIM domain containing preferred translocation partner in lipoma,0.367769835069656,0.6049534527852743,genetic_association
EFO_0000384,Crohn's disease,ATRAID,ENSG00000138085,all-trans retinoic acid induced differentiation factor,0.3672409515123644,0.6040834794932987,genetic_association
EFO_0000384,Crohn's disease,CD28,ENSG00000178562,CD28 molecule,0.37097559413788694,0.6021540966553084,genetic_association
EFO_0000384,Crohn's disease,CD6,ENSG00000013725,CD6 molecule,0.36607937610206165,0.5995237044010824,genetic_association
EFO_0000384,Crohn's disease,SLC22A4,ENSG00000197208,solute carrier family 22 member 4,0.37403841884759864,0.5968688760305779,genetic_association
EFO_0000384,Crohn's disease,NAB1,ENSG00000138386,NGFI-A binding protein 1,0.3612108110609499,0.5941643563379903,genetic_association
EFO_0000384,Crohn's disease,HGFAC,ENSG00000109758,HGF activator,0.35953524363740996,0.5902767483950772,genetic_association
EFO_0000384,Crohn's disease,LILRB3,ENSG00000204577,leukocyte immunoglobulin like receptor B3,0.36565808246841364,0.589914777187013,genetic_association
EFO_0000384,Crohn's disease,ELP6,ENSG00000163832,elongator acetyltransferase complex subunit 6,0.3585647178649763,0.5898117339566776,genetic_association
EFO_0000384,Crohn's disease,ERRFI1,ENSG00000116285,ERBB receptor feedback inhibitor 1,0.357530545737844,0.5881105993354424,genetic_association
EFO_0000384,Crohn's disease,CREM,ENSG00000095794,cAMP responsive element modulator,0.35756456975535417,0.5867227306163698,genetic_association
EFO_0000384,Crohn's disease,TNFRSF1A,ENSG00000067182,TNF receptor superfamily member 1A,0.365583982365041,0.5859844178881262,genetic_association
EFO_0000384,Crohn's disease,TNFAIP3,ENSG00000118503,TNF alpha induced protein 3,0.36978922217439725,0.5852570439746588,genetic_association
EFO_0000384,Crohn's disease,PDK1,ENSG00000152256,pyruvate dehydrogenase kinase 1,0.3530345878915201,0.5807150900702642,genetic_association
EFO_0000384,Crohn's disease,KIN,ENSG00000151657,Kin17 DNA and RNA binding protein,0.3529787500613681,0.5806232410796038,genetic_association
EFO_0000384,Crohn's disease,TLR4,ENSG00000136869,toll like receptor 4,0.35997636500376234,0.5805386184174833,genetic_association
EFO_0000384,Crohn's disease,APOE,ENSG00000130203,apolipoprotein E,0.3539111739104592,0.577784897868094,genetic_association
EFO_0000384,Crohn's disease,FRMPD2,ENSG00000170324,FERM and PDZ domain containing 2,0.3507343919607305,0.576931442425127,genetic_association
EFO_0000384,Crohn's disease,ADCY3,ENSG00000138031,adenylate cyclase 3,0.34985208552103764,0.575480115328097,genetic_association
EFO_0000384,Crohn's disease,CAMK2G,ENSG00000148660,calcium/calmodulin dependent protein kinase II gamma,0.3588102021009873,0.5741388069416969,genetic_association
EFO_0000384,Crohn's disease,UBASH3A,ENSG00000160185,ubiquitin associated and SH3 domain containing A,0.3496996768855915,0.5737095877016194,genetic_association
EFO_0000384,Crohn's disease,TMEM50B,ENSG00000142188,transmembrane protein 50B,0.34870779587471823,0.5735978457493637,genetic_association
EFO_0000384,Crohn's disease,IL6R,ENSG00000160712,interleukin 6 receptor,0.35226293890953414,0.5730257793916427,genetic_association
EFO_0000384,Crohn's disease,FADS3,ENSG00000221968,fatty acid desaturase 3,0.34819576494349264,0.5727555937475943,genetic_association
EFO_0000384,Crohn's disease,DNMT3A,ENSG00000119772,DNA methyltransferase 3 alpha,0.3503473439678285,0.5717901795259218,genetic_association
EFO_0000384,Crohn's disease,ERAP1,ENSG00000164307,endoplasmic reticulum aminopeptidase 1,0.34828430488015166,0.5716558214335127,genetic_association
EFO_0000384,Crohn's disease,HORMAD1,ENSG00000143452,HORMA domain containing 1,0.3456877412172326,0.5686300851599174,genetic_association
EFO_0000384,Crohn's disease,DLD,ENSG00000091140,dihydrolipoamide dehydrogenase,0.34493431794207735,0.5673907610820532,genetic_association
EFO_0000384,Crohn's disease,SNAPC4,ENSG00000165684,small nuclear RNA activating complex polypeptide 4,0.3442540723438445,0.5662718087261184,genetic_association
EFO_0000384,Crohn's disease,CD200,ENSG00000091972,CD200 molecule,0.3457594454495146,0.5647550144127407,genetic_association
EFO_0000384,Crohn's disease,SEC16A,ENSG00000148396,"SEC16 homolog A, endoplasmic reticulum export factor",0.342258673079498,0.5629895284531238,genetic_association
EFO_0000384,Crohn's disease,MGAT5,ENSG00000152127,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",0.3420315752957189,0.5626159698430464,genetic_association
EFO_0000384,Crohn's disease,TNFSF4,ENSG00000117586,TNF superfamily member 4,0.3427152727269868,0.5615495162858235,genetic_association
EFO_0000384,Crohn's disease,CD226,ENSG00000150637,CD226 molecule,0.3411283682948973,0.5591629313010663,genetic_association
EFO_0000384,Crohn's disease,CIITA,ENSG00000179583,class II major histocompatibility complex transactivator,0.3452977596497476,0.5591547086080574,genetic_association
EFO_0000384,Crohn's disease,PRKCB,ENSG00000166501,protein kinase C beta,0.3401698408863211,0.5585081178495993,genetic_association
EFO_0000384,Crohn's disease,NFKB1,ENSG00000109320,nuclear factor kappa B subunit 1,0.34677244917862615,0.5583185242795722,genetic_association
EFO_0000384,Crohn's disease,AKAP11,ENSG00000023516,A-kinase anchoring protein 11,0.33830708871357146,0.5564894722272324,genetic_association
EFO_0000384,Crohn's disease,NUPR1,ENSG00000176046,"nuclear protein 1, transcriptional regulator",0.338976519658801,0.5562278138415598,genetic_association
EFO_0000384,Crohn's disease,MSRA,ENSG00000175806,methionine sulfoxide reductase A,0.3381471668724605,0.5557393683812627,genetic_association
EFO_0000384,Crohn's disease,SEC22B,ENSG00000265808,"SEC22 homolog B, vesicle trafficking protein",0.334059640823674,0.5495027429702439,genetic_association
EFO_0000384,Crohn's disease,FAS,ENSG00000026103,Fas cell surface death receptor,0.3365156538205521,0.5483249795289009,genetic_association
EFO_0000384,Crohn's disease,NCOR2,ENSG00000196498,nuclear receptor corepressor 2,0.33397544411735475,0.5478444187876368,genetic_association
EFO_0000384,Crohn's disease,SPATS2L,ENSG00000196141,spermatogenesis associated serine rich 2 like,0.3325227191363681,0.5469746234978566,genetic_association
EFO_0000384,Crohn's disease,ZNF300,ENSG00000145908,zinc finger protein 300,0.3324827531041111,0.5453974988988097,genetic_association
EFO_0000384,Crohn's disease,CCL21,ENSG00000137077,C-C motif chemokine ligand 21,0.33499689207483696,0.5446748551780366,genetic_association
EFO_0000384,Crohn's disease,TDRKH,ENSG00000182134,tudor and KH domain containing,0.3308888107399125,0.5442869682534197,genetic_association
EFO_0000384,Crohn's disease,SKAP2,ENSG00000005020,src kinase associated phosphoprotein 2,0.3315839123288322,0.5442144959907497,genetic_association
EFO_0000384,Crohn's disease,ATG4C,ENSG00000125703,autophagy related 4C cysteine peptidase,0.330304800992202,0.5433263165641075,genetic_association
EFO_0000384,Crohn's disease,MFSD12,ENSG00000161091,major facilitator superfamily domain containing 12,0.3296144045554916,0.5421906668496618,genetic_association
EFO_0000384,Crohn's disease,TEX48,ENSG00000230601,testis expressed 48,0.32909918641536706,0.5413431721312684,genetic_association
EFO_0000384,Crohn's disease,LNPEP,ENSG00000113441,leucyl and cystinyl aminopeptidase,0.3293931783921316,0.5412188358117118,genetic_association
EFO_0000384,Crohn's disease,TMEM17,ENSG00000186889,transmembrane protein 17,0.3287933115312977,0.5408400311730029,genetic_association
EFO_0000384,Crohn's disease,CDH13,ENSG00000140945,cadherin 13,0.3304047162791024,0.540451015636123,genetic_association
EFO_0000384,Crohn's disease,MYL2,ENSG00000111245,myosin light chain 2,0.3281816209386783,0.5398338465957081,genetic_association
EFO_0000384,Crohn's disease,RASA2,ENSG00000155903,RAS p21 protein activator 2,0.32775253507209484,0.5391280329269991,genetic_association
EFO_0000384,Crohn's disease,ARPC2,ENSG00000163466,actin related protein 2/3 complex subunit 2,0.32763498117614764,0.5389346656943979,genetic_association
EFO_0000384,Crohn's disease,C2orf74,ENSG00000237651,chromosome 2 open reading frame 74,0.32698068806424907,0.5378584032078302,genetic_association
EFO_0000384,Crohn's disease,WDR36,ENSG00000134987,WD repeat domain 36,0.3241260250346604,0.5331626992875751,genetic_association
EFO_0000384,Crohn's disease,ZC3H12C,ENSG00000149289,zinc finger CCCH-type containing 12C,0.32272122232763023,0.5308519055055374,genetic_association
EFO_0000384,Crohn's disease,CDKN2B,ENSG00000147883,cyclin dependent kinase inhibitor 2B,0.3258836148730703,0.5303092865212383,genetic_association
EFO_0000384,Crohn's disease,SLC22A23,ENSG00000137266,solute carrier family 22 member 23,0.3215595454209925,0.5283331044062375,genetic_association
EFO_0000384,Crohn's disease,UBE3D,ENSG00000118420,ubiquitin protein ligase E3D,0.3211795784859003,0.5283160184476903,genetic_association
EFO_0000384,Crohn's disease,TNIP1,ENSG00000145901,TNFAIP3 interacting protein 1,0.32083763330277465,0.5271456137887954,genetic_association
EFO_0000384,Crohn's disease,CCDC18,ENSG00000122483,coiled-coil domain containing 18,0.3197702175612324,0.5259977267437582,genetic_association
EFO_0000384,Crohn's disease,PSMA6,ENSG00000100902,proteasome 20S subunit alpha 6,0.3204873216542633,0.5254220772164183,genetic_association
EFO_0000384,Crohn's disease,SYNGR1,ENSG00000100321,synaptogyrin 1,0.3191969975351425,0.5250548233272149,genetic_association
EFO_0000384,Crohn's disease,SOCS1,ENSG00000185338,suppressor of cytokine signaling 1,0.32846992540467246,0.5239561400947446,genetic_association
